V Mag,Proper name,Bayer designation,Distance,Spectral class,Mass,Radius,Luminosity
"5.47
",b'Polaris Australis',b'Oct\n',"281
","F0
","1.59
","3.74
","38
"
"5.47
",b'Polaris Australis',b'Oct\n',"281
","F0
","1.59
","3.74
","38
"
"5.47
",b'Polaris Australis',b'Oct\n',"281
","F0
","1.59
","3.74
","38
"
"5.47
",b'Polaris Australis',b'Oct\n',"281
","F0
","1.59
","3.74
","38
"
"5.47
",b'Polaris Australis',b'Oct\n',"281
","F0
","1.59
","3.74
","38
"
"5.71
",b'R Coronae Borealis',b'Bor\n',"4,566
","G0
","0.85
","85
","10,000
"
"5.71
",b'R Coronae Borealis',b'Bor\n',"4,566
","G0
","0.85
","85
","10,000
"
"5.71
",b'R Coronae Borealis',b'Bor\n',"4,566
","G0
","0.85
","85
","10,000
"
"5.71
",b'R Coronae Borealis',b'Bor\n',"4,566
","G0
","0.85
","85
","10,000
"
"5.71
",b'R Coronae Borealis',b'Bor\n',"4,566
","G0
","0.85
","85
","10,000
"
"5.71
",b'R Coronae Borealis',b'Bor\n',"4,566
","G0
","0.85
","85
","10,000
"
"5.71
",b'R Coronae Borealis',b'Bor\n',"4,566
","G0
","0.85
","85
","10,000
"
"5.71
",b'R Coronae Borealis',b'Bor\n',"4,566
","G0
","0.85
","85
","10,000
"
"5.88
",b'54 Piscium',b'Psc\n',"36.1
","K0
","0.76
","0.94
","0.52
"
"5.88
",b'54 Piscium',b'Psc\n',"36.1
","K0
","0.76
","0.94
","0.52
"
"5.88
",b'54 Piscium',b'Psc\n',"36.1
","K0
","0.76
","0.94
","0.52
"
"5.88
",b'54 Piscium',b'Psc\n',"36.1
","K0
","0.76
","0.94
","0.52
"
"5.88
",b'54 Piscium',b'Psc\n',"36.1
","K0
","0.76
","0.94
","0.52
"
"5.88
",b'54 Piscium',b'Psc\n',"36.1
","K0
","0.76
","0.94
","0.52
"
"5.88
",b'54 Piscium',b'Psc\n',"36.1
","K0
","0.76
","0.94
","0.52
"
"5.88
",b'54 Piscium',b'Psc\n',"36.1
","K0
","0.76
","0.94
","0.52
"
"6.57
",b'Mira',b'\xce\xbf Ceti',"300
","M7
","1.2
","370
","9,000
"
"6.57
",b'Mira',b'\xce\xbf Ceti',"300
","M7
","1.2
","370
","9,000
"
"6.57
",b'Mira',b'\xce\xbf Ceti',"300
","M7
","1.2
","370
","9,000
"
"6.57
",b'Mira',b'\xce\xbf Ceti',"300
","M7
","1.2
","370
","9,000
"
"6.57
",b'Mira',b'\xce\xbf Ceti',"300
","M7
","1.2
","370
","9,000
"
"6.57
",b'Mira',b'\xce\xbf Ceti',"300
","M7
","1.2
","370
","9,000
"
"6.57
",b'Mira',b'\xce\xbf Ceti',"300
","M7
","1.2
","370
","9,000
"
"6.57
",b'Mira',b'\xce\xbf Ceti',"300
","M7
","1.2
","370
","9,000
"
"6.65
",b'RW Cephei',b'Cep\n',"14,000
","K2
","13.9
","1,158
","417,000
"
"6.65
",b'RW Cephei',b'Cep\n',"14,000
","K2
","13.9
","1,158
","417,000
"
"6.65
",b'RW Cephei',b'Cep\n',"14,000
","K2
","13.9
","1,158
","417,000
"
"6.65
",b'RW Cephei',b'Cep\n',"14,000
","K2
","13.9
","1,158
","417,000
"
"6.65
",b'RW Cephei',b'Cep\n',"14,000
","K2
","13.9
","1,158
","417,000
"
"6.65
",b'RW Cephei',b'Cep\n',"14,000
","K2
","13.9
","1,158
","417,000
"
"6.65
",b'RW Cephei',b'Cep\n',"14,000
","K2
","13.9
","1,158
","417,000
"
"6.65
",b'RW Cephei',b'Cep\n',"14,000
","K2
","13.9
","1,158
","417,000
"
"6.67
",b'Lacaille 8760',b'Mic\n',"12.87
","M0
","0.6
","0.51
","0.072
"
"6.67
",b'Lacaille 8760',b'Mic\n',"12.87
","M0
","0.6
","0.51
","0.072
"
"6.67
",b'Lacaille 8760',b'Mic\n',"12.87
","M0
","0.6
","0.51
","0.072
"
"6.67
",b'Lacaille 8760',b'Mic\n',"12.87
","M0
","0.6
","0.51
","0.072
"
"6.67
",b'Lacaille 8760',b'Mic\n',"12.87
","M0
","0.6
","0.51
","0.072
"
"6.67
",b'Lacaille 8760',b'Mic\n',"12.87
","M0
","0.6
","0.51
","0.072
"
"6.67
",b'Lacaille 8760',b'Mic\n',"12.87
","M0
","0.6
","0.51
","0.072
"
"6.67
",b'Lacaille 8760',b'Mic\n',"12.87
","M0
","0.6
","0.51
","0.072
"
"6.75
",b'V838 Monocerotis',b'Mon\n',"19,896
","M6
","?
","380 - 750
","15,000
"
"6.75
",b'V838 Monocerotis',b'Mon\n',"19,896
","M6
","?
","380 - 750
","15,000
"
"6.75
",b'V838 Monocerotis',b'Mon\n',"19,896
","M6
","?
","380 - 750
","15,000
"
"6.75
",b'V838 Monocerotis',b'Mon\n',"19,896
","M6
","?
","380 - 750
","15,000
"
"6.75
",b'V838 Monocerotis',b'Mon\n',"19,896
","M6
","?
","380 - 750
","15,000
"
"6.75
",b'V838 Monocerotis',b'Mon\n',"19,896
","M6
","?
","380 - 750
","15,000
"
"6.75
",b'V838 Monocerotis',b'Mon\n',"19,896
","M6
","?
","380 - 750
","15,000
"
"6.75
",b'V838 Monocerotis',b'Mon\n',"19,896
","M6
","?
","380 - 750
","15,000
"
"7.25
",b'HD 140283',b'Lib\n',"190
","F?
","?
","1.4
","3.83
"
"7.25
",b'HD 140283',b'Lib\n',"190
","F?
","?
","1.4
","3.83
"
"7.25
",b'HD 140283',b'Lib\n',"190
","F?
","?
","1.4
","3.83
"
"7.25
",b'HD 140283',b'Lib\n',"190
","F?
","?
","1.4
","3.83
"
"7.25
",b'HD 140283',b'Lib\n',"190
","F?
","?
","1.4
","3.83
"
"7.25
",b'HD 140283',b'Lib\n',"190
","F?
","?
","1.4
","3.83
"
"7.25
",b'HD 140283',b'Lib\n',"190
","F?
","?
","1.4
","3.83
"
"7.25
",b'HD 140283',b'Lib\n',"190
","F?
","?
","1.4
","3.83
"
"7.4
",b'II Pegasi',b'Peg\n',"130
","K2
","0.8
","3.4
","1.06
"
"7.4
",b'II Pegasi',b'Peg\n',"130
","K2
","0.8
","3.4
","1.06
"
"7.4
",b'II Pegasi',b'Peg\n',"130
","K2
","0.8
","3.4
","1.06
"
"7.4
",b'II Pegasi',b'Peg\n',"130
","K2
","0.8
","3.4
","1.06
"
"7.4
",b'II Pegasi',b'Peg\n',"130
","K2
","0.8
","3.4
","1.06
"
"7.4
",b'II Pegasi',b'Peg\n',"130
","K2
","0.8
","3.4
","1.06
"
"7.4
",b'II Pegasi',b'Peg\n',"130
","K2
","0.8
","3.4
","1.06
"
"7.4
",b'II Pegasi',b'Peg\n',"130
","K2
","0.8
","3.4
","1.06
"
"8.05
",b'VY Canis Majoris',b'CMa\n',"3,900
","M5
","17
","1,420
","178,000 - 270,000
"
"8.05
",b'VY Canis Majoris',b'CMa\n',"3,900
","M5
","17
","1,420
","178,000 - 270,000
"
"8.05
",b'VY Canis Majoris',b'CMa\n',"3,900
","M5
","17
","1,420
","178,000 - 270,000
"
"8.05
",b'VY Canis Majoris',b'CMa\n',"3,900
","M5
","17
","1,420
","178,000 - 270,000
"
"8.05
",b'VY Canis Majoris',b'CMa\n',"3,900
","M5
","17
","1,420
","178,000 - 270,000
"
"8.05
",b'VY Canis Majoris',b'CMa\n',"3,900
","M5
","17
","1,420
","178,000 - 270,000
"
"8.05
",b'VY Canis Majoris',b'CMa\n',"3,900
","M5
","17
","1,420
","178,000 - 270,000
"
"8.05
",b'VY Canis Majoris',b'CMa\n',"3,900
","M5
","17
","1,420
","178,000 - 270,000
"
"8.3
",b'Pistol Star',b'Sgr\n',"25,000
","B3
","100
","320
","1,700,000
"
"8.3
",b'Pistol Star',b'Sgr\n',"25,000
","B3
","100
","320
","1,700,000
"
"8.3
",b'Pistol Star',b'Sgr\n',"25,000
","B3
","100
","320
","1,700,000
"
"8.3
",b'Pistol Star',b'Sgr\n',"25,000
","B3
","100
","320
","1,700,000
"
"8.3
",b'Pistol Star',b'Sgr\n',"25,000
","B3
","100
","320
","1,700,000
"
"8.3
",b'Pistol Star',b'Sgr\n',"25,000
","B3
","100
","320
","1,700,000
"
"8.3
",b'Pistol Star',b'Sgr\n',"25,000
","B3
","100
","320
","1,700,000
"
"8.3
",b'Pistol Star',b'Sgr\n',"25,000
","B3
","100
","320
","1,700,000
"
"8.6
",b'S Doradus',b'Dor\n',"169,000
","B8
","24
","380
","910,000
"
"8.6
",b'S Doradus',b'Dor\n',"169,000
","B8
","24
","380
","910,000
"
"8.6
",b'S Doradus',b'Dor\n',"169,000
","B8
","24
","380
","910,000
"
"8.6
",b'S Doradus',b'Dor\n',"169,000
","B8
","24
","380
","910,000
"
"8.6
",b'S Doradus',b'Dor\n',"169,000
","B8
","24
","380
","910,000
"
"8.6
",b'S Doradus',b'Dor\n',"169,000
","B8
","24
","380
","910,000
"
"8.6
",b'S Doradus',b'Dor\n',"169,000
","B8
","24
","380
","910,000
"
"8.6
",b'S Doradus',b'Dor\n',"169,000
","B8
","24
","380
","910,000
"
"8.9
",b'UY Scuti',b'Sct\n',"5,100
","M4
","7–10
","755
","86,300 - 87,100
"
"8.9
",b'UY Scuti',b'Sct\n',"5,100
","M4
","7–10
","755
","86,300 - 87,100
"
"8.9
",b'UY Scuti',b'Sct\n',"5,100
","M4
","7–10
","755
","86,300 - 87,100
"
"8.9
",b'UY Scuti',b'Sct\n',"5,100
","M4
","7–10
","755
","86,300 - 87,100
"
"8.9
",b'UY Scuti',b'Sct\n',"5,100
","M4
","7–10
","755
","86,300 - 87,100
"
"8.9
",b'UY Scuti',b'Sct\n',"5,100
","M4
","7–10
","755
","86,300 - 87,100
"
"8.9
",b'UY Scuti',b'Sct\n',"5,100
","M4
","7–10
","755
","86,300 - 87,100
"
"8.9
",b'UY Scuti',b'Sct\n',"5,100
","M4
","7–10
","755
","86,300 - 87,100
"
"9.5
","b""Barnard's Star""",b'Oph\n',"5.98
","M4
","0.14
","0.20
","0.0035
"
"9.5
","b""Barnard's Star""",b'Oph\n',"5.98
","M4
","0.14
","0.20
","0.0035
"
"9.5
","b""Barnard's Star""",b'Oph\n',"5.98
","M4
","0.14
","0.20
","0.0035
"
"9.5
","b""Barnard's Star""",b'Oph\n',"5.98
","M4
","0.14
","0.20
","0.0035
"
"9.5
","b""Barnard's Star""",b'Oph\n',"5.98
","M4
","0.14
","0.20
","0.0035
"
"9.5
","b""Barnard's Star""",b'Oph\n',"5.98
","M4
","0.14
","0.20
","0.0035
"
"9.5
","b""Barnard's Star""",b'Oph\n',"5.98
","M4
","0.14
","0.20
","0.0035
"
"9.5
","b""Barnard's Star""",b'Oph\n',"5.98
","M4
","0.14
","0.20
","0.0035
"
"10.7
",b'Luhman 16',b'Vel\n',"6.52
","L7
","0.04
","?
","?
"
"10.7
",b'Luhman 16',b'Vel\n',"6.52
","L7
","0.04
","?
","?
"
"10.7
",b'Luhman 16',b'Vel\n',"6.52
","L7
","0.04
","?
","?
"
"10.7
",b'Luhman 16',b'Vel\n',"6.52
","L7
","0.04
","?
","?
"
"10.7
",b'Luhman 16',b'Vel\n',"6.52
","L7
","0.04
","?
","?
"
"10.7
",b'Luhman 16',b'Vel\n',"6.52
","L7
","0.04
","?
","?
"
"10.7
",b'Luhman 16',b'Vel\n',"6.52
","L7
","0.04
","?
","?
"
"10.7
",b'Luhman 16',b'Vel\n',"6.52
","L7
","0.04
","?
","?
"
"11.13
",b'Proxima Centauri',b'Cen\n',"4.25
","M6
","0.12
","0.15
","0.0017
"
"11.13
",b'Proxima Centauri',b'Cen\n',"4.25
","M6
","0.12
","0.15
","0.0017
"
"11.13
",b'Proxima Centauri',b'Cen\n',"4.25
","M6
","0.12
","0.15
","0.0017
"
"11.13
",b'Proxima Centauri',b'Cen\n',"4.25
","M6
","0.12
","0.15
","0.0017
"
"11.13
",b'Proxima Centauri',b'Cen\n',"4.25
","M6
","0.12
","0.15
","0.0017
"
"11.13
",b'Proxima Centauri',b'Cen\n',"4.25
","M6
","0.12
","0.15
","0.0017
"
"11.13
",b'Proxima Centauri',b'Cen\n',"4.25
","M6
","0.12
","0.15
","0.0017
"
"11.13
",b'Proxima Centauri',b'Cen\n',"4.25
","M6
","0.12
","0.15
","0.0017
"
"11.71
",b'KIC 8462852',b'Cyg\n',"1,470
","F3
","1.43
","1.58
","4.68
"
"11.71
",b'KIC 8462852',b'Cyg\n',"1,470
","F3
","1.43
","1.58
","4.68
"
"11.71
",b'KIC 8462852',b'Cyg\n',"1,470
","F3
","1.43
","1.58
","4.68
"
"11.71
",b'KIC 8462852',b'Cyg\n',"1,470
","F3
","1.43
","1.58
","4.68
"
"11.71
",b'KIC 8462852',b'Cyg\n',"1,470
","F3
","1.43
","1.58
","4.68
"
"11.71
",b'KIC 8462852',b'Cyg\n',"1,470
","F3
","1.43
","1.58
","4.68
"
"11.71
",b'KIC 8462852',b'Cyg\n',"1,470
","F3
","1.43
","1.58
","4.68
"
"11.71
",b'KIC 8462852',b'Cyg\n',"1,470
","F3
","1.43
","1.58
","4.68
"
"12.23
",b'R136a1',b'Dor\n',"163,000
","WN5
","290
","32
","8,710,000
"
"12.23
",b'R136a1',b'Dor\n',"163,000
","WN5
","290
","32
","8,710,000
"
"12.23
",b'R136a1',b'Dor\n',"163,000
","WN5
","290
","32
","8,710,000
"
"12.23
",b'R136a1',b'Dor\n',"163,000
","WN5
","290
","32
","8,710,000
"
"12.23
",b'R136a1',b'Dor\n',"163,000
","WN5
","290
","32
","8,710,000
"
"12.23
",b'R136a1',b'Dor\n',"163,000
","WN5
","290
","32
","8,710,000
"
"12.23
",b'R136a1',b'Dor\n',"163,000
","WN5
","290
","32
","8,710,000
"
"12.23
",b'R136a1',b'Dor\n',"163,000
","WN5
","290
","32
","8,710,000
"
"12.78
",b'Melnick 42',b'Dor\n',"163,000
","O2
","189
","21.1
","3,600,000
"
"12.78
",b'Melnick 42',b'Dor\n',"163,000
","O2
","189
","21.1
","3,600,000
"
"12.78
",b'Melnick 42',b'Dor\n',"163,000
","O2
","189
","21.1
","3,600,000
"
"12.78
",b'Melnick 42',b'Dor\n',"163,000
","O2
","189
","21.1
","3,600,000
"
"12.78
",b'Melnick 42',b'Dor\n',"163,000
","O2
","189
","21.1
","3,600,000
"
"12.78
",b'Melnick 42',b'Dor\n',"163,000
","O2
","189
","21.1
","3,600,000
"
"12.78
",b'Melnick 42',b'Dor\n',"163,000
","O2
","189
","21.1
","3,600,000
"
"12.78
",b'Melnick 42',b'Dor\n',"163,000
","O2
","189
","21.1
","3,600,000
"
"14.10
",b'WR 102',b'Sag\n',"18,134
","WO2
","19
","0.39
","282,000
"
"14.10
",b'WR 102',b'Sag\n',"18,134
","WO2
","19
","0.39
","282,000
"
"14.10
",b'WR 102',b'Sag\n',"18,134
","WO2
","19
","0.39
","282,000
"
"14.10
",b'WR 102',b'Sag\n',"18,134
","WO2
","19
","0.39
","282,000
"
"14.10
",b'WR 102',b'Sag\n',"18,134
","WO2
","19
","0.39
","282,000
"
"14.10
",b'WR 102',b'Sag\n',"18,134
","WO2
","19
","0.39
","282,000
"
"14.10
",b'WR 102',b'Sag\n',"18,134
","WO2
","19
","0.39
","282,000
"
"14.10
",b'WR 102',b'Sag\n',"18,134
","WO2
","19
","0.39
","282,000
"
"14.38
",b'VFTS 352',b'Dor\n',"164,000
","O5
","57.48
","14.47
","330,000
"
"14.38
",b'VFTS 352',b'Dor\n',"164,000
","O5
","57.48
","14.47
","330,000
"
"14.38
",b'VFTS 352',b'Dor\n',"164,000
","O5
","57.48
","14.47
","330,000
"
"14.38
",b'VFTS 352',b'Dor\n',"164,000
","O5
","57.48
","14.47
","330,000
"
"14.38
",b'VFTS 352',b'Dor\n',"164,000
","O5
","57.48
","14.47
","330,000
"
"14.38
",b'VFTS 352',b'Dor\n',"164,000
","O5
","57.48
","14.47
","330,000
"
"14.38
",b'VFTS 352',b'Dor\n',"164,000
","O5
","57.48
","14.47
","330,000
"
"14.38
",b'VFTS 352',b'Dor\n',"164,000
","O5
","57.48
","14.47
","330,000
"
"14.68
",b'YBP 1194',b'Cnc\n',"2,772
","G5
","1.01
","0.99
","0.98
"
"14.68
",b'YBP 1194',b'Cnc\n',"2,772
","G5
","1.01
","0.99
","0.98
"
"14.68
",b'YBP 1194',b'Cnc\n',"2,772
","G5
","1.01
","0.99
","0.98
"
"14.68
",b'YBP 1194',b'Cnc\n',"2,772
","G5
","1.01
","0.99
","0.98
"
"14.68
",b'YBP 1194',b'Cnc\n',"2,772
","G5
","1.01
","0.99
","0.98
"
"14.68
",b'YBP 1194',b'Cnc\n',"2,772
","G5
","1.01
","0.99
","0.98
"
"14.68
",b'YBP 1194',b'Cnc\n',"2,772
","G5
","1.01
","0.99
","0.98
"
"14.68
",b'YBP 1194',b'Cnc\n',"2,772
","G5
","1.01
","0.99
","0.98
"
"14.71
",b'Gliese 1214',b'Oph\n',"47.5
","M4.5
","0.16
","0.21
","0.0033
"
"14.71
",b'Gliese 1214',b'Oph\n',"47.5
","M4.5
","0.16
","0.21
","0.0033
"
"14.71
",b'Gliese 1214',b'Oph\n',"47.5
","M4.5
","0.16
","0.21
","0.0033
"
"14.71
",b'Gliese 1214',b'Oph\n',"47.5
","M4.5
","0.16
","0.21
","0.0033
"
"14.71
",b'Gliese 1214',b'Oph\n',"47.5
","M4.5
","0.16
","0.21
","0.0033
"
"14.71
",b'Gliese 1214',b'Oph\n',"47.5
","M4.5
","0.16
","0.21
","0.0033
"
"14.71
",b'Gliese 1214',b'Oph\n',"47.5
","M4.5
","0.16
","0.21
","0.0033
"
"14.71
",b'Gliese 1214',b'Oph\n',"47.5
","M4.5
","0.16
","0.21
","0.0033
"
"16.6
",b'NML Cygni',b'Cyg\n',"5,251
","M6
","50
","1,640 - 2,770
","229,000
"
"16.6
",b'NML Cygni',b'Cyg\n',"5,251
","M6
","50
","1,640 - 2,770
","229,000
"
"16.6
",b'NML Cygni',b'Cyg\n',"5,251
","M6
","50
","1,640 - 2,770
","229,000
"
"16.6
",b'NML Cygni',b'Cyg\n',"5,251
","M6
","50
","1,640 - 2,770
","229,000
"
"16.6
",b'NML Cygni',b'Cyg\n',"5,251
","M6
","50
","1,640 - 2,770
","229,000
"
"16.6
",b'NML Cygni',b'Cyg\n',"5,251
","M6
","50
","1,640 - 2,770
","229,000
"
"16.6
",b'NML Cygni',b'Cyg\n',"5,251
","M6
","50
","1,640 - 2,770
","229,000
"
"16.6
",b'NML Cygni',b'Cyg\n',"5,251
","M6
","50
","1,640 - 2,770
","229,000
"
"17.30
",b'VB 10',b'Aql\n',"18.72
","M8
","0.075
","0.10
","0.0004
"
"17.30
",b'VB 10',b'Aql\n',"18.72
","M8
","0.075
","0.10
","0.0004
"
"17.30
",b'VB 10',b'Aql\n',"18.72
","M8
","0.075
","0.10
","0.0004
"
"17.30
",b'VB 10',b'Aql\n',"18.72
","M8
","0.075
","0.10
","0.0004
"
"17.30
",b'VB 10',b'Aql\n',"18.72
","M8
","0.075
","0.10
","0.0004
"
"17.30
",b'VB 10',b'Aql\n',"18.72
","M8
","0.075
","0.10
","0.0004
"
"17.30
",b'VB 10',b'Aql\n',"18.72
","M8
","0.075
","0.10
","0.0004
"
"17.30
",b'VB 10',b'Aql\n',"18.72
","M8
","0.075
","0.10
","0.0004
"
"18.46
",b'WOH G64',b'Dor\n',"163,000
","M5
","<20
","1,540 - 1,730
","340-589,000
"
"18.46
",b'WOH G64',b'Dor\n',"163,000
","M5
","<20
","1,540 - 1,730
","340-589,000
"
"18.46
",b'WOH G64',b'Dor\n',"163,000
","M5
","<20
","1,540 - 1,730
","340-589,000
"
"18.46
",b'WOH G64',b'Dor\n',"163,000
","M5
","<20
","1,540 - 1,730
","340-589,000
"
"18.46
",b'WOH G64',b'Dor\n',"163,000
","M5
","<20
","1,540 - 1,730
","340-589,000
"
"18.46
",b'WOH G64',b'Dor\n',"163,000
","M5
","<20
","1,540 - 1,730
","340-589,000
"
"18.46
",b'WOH G64',b'Dor\n',"163,000
","M5
","<20
","1,540 - 1,730
","340-589,000
"
"18.46
",b'WOH G64',b'Dor\n',"163,000
","M5
","<20
","1,540 - 1,730
","340-589,000
"
"18.80
",b'TRAPPIST-1',b'Aqr\n',"39.6
","M8
","0.089
","0.12
","0.0005
"
"18.80
",b'TRAPPIST-1',b'Aqr\n',"39.6
","M8
","0.089
","0.12
","0.0005
"
"18.80
",b'TRAPPIST-1',b'Aqr\n',"39.6
","M8
","0.089
","0.12
","0.0005
"
"18.80
",b'TRAPPIST-1',b'Aqr\n',"39.6
","M8
","0.089
","0.12
","0.0005
"
"18.80
",b'TRAPPIST-1',b'Aqr\n',"39.6
","M8
","0.089
","0.12
","0.0005
"
"18.80
",b'TRAPPIST-1',b'Aqr\n',"39.6
","M8
","0.089
","0.12
","0.0005
"
"18.80
",b'TRAPPIST-1',b'Aqr\n',"39.6
","M8
","0.089
","0.12
","0.0005
"
"18.80
",b'TRAPPIST-1',b'Aqr\n',"39.6
","M8
","0.089
","0.12
","0.0005
"
"21.05
",b'2MASS J0523-1403',b'Lep\n',"40.3
","L2.5
","0.07
","0.086
","0.00013
"
"21.05
",b'2MASS J0523-1403',b'Lep\n',"40.3
","L2.5
","0.07
","0.086
","0.00013
"
"21.05
",b'2MASS J0523-1403',b'Lep\n',"40.3
","L2.5
","0.07
","0.086
","0.00013
"
"21.05
",b'2MASS J0523-1403',b'Lep\n',"40.3
","L2.5
","0.07
","0.086
","0.00013
"
"21.05
",b'2MASS J0523-1403',b'Lep\n',"40.3
","L2.5
","0.07
","0.086
","0.00013
"
"21.05
",b'2MASS J0523-1403',b'Lep\n',"40.3
","L2.5
","0.07
","0.086
","0.00013
"
"21.05
",b'2MASS J0523-1403',b'Lep\n',"40.3
","L2.5
","0.07
","0.086
","0.00013
"
"21.05
",b'2MASS J0523-1403',b'Lep\n',"40.3
","L2.5
","0.07
","0.086
","0.00013
"
"25
",b'WISE 0855\xe2\x88\x920714',b'Hya\n',"7.27
","Y2
","0.003
","?
","?
"
"25
",b'WISE 0855\xe2\x88\x920714',b'Hya\n',"7.27
","Y2
","0.003
","?
","?
"
"25
",b'WISE 0855\xe2\x88\x920714',b'Hya\n',"7.27
","Y2
","0.003
","?
","?
"
"25
",b'WISE 0855\xe2\x88\x920714',b'Hya\n',"7.27
","Y2
","0.003
","?
","?
"
"25
",b'WISE 0855\xe2\x88\x920714',b'Hya\n',"7.27
","Y2
","0.003
","?
","?
"
"25
",b'WISE 0855\xe2\x88\x920714',b'Hya\n',"7.27
","Y2
","0.003
","?
","?
"
"25
",b'WISE 0855\xe2\x88\x920714',b'Hya\n',"7.27
","Y2
","0.003
","?
","?
"
"25
",b'WISE 0855\xe2\x88\x920714',b'Hya\n',"7.27
","Y2
","0.003
","?
","?
"
"28.4
",b'Icarus',b'Leo\n',"14,400,000,000
","B?
","33
","?
","850,000
"
"28.4
",b'Icarus',b'Leo\n',"14,400,000,000
","B?
","33
","?
","850,000
"
"28.4
",b'Icarus',b'Leo\n',"14,400,000,000
","B?
","33
","?
","850,000
"
"28.4
",b'Icarus',b'Leo\n',"14,400,000,000
","B?
","33
","?
","850,000
"
"28.4
",b'Icarus',b'Leo\n',"14,400,000,000
","B?
","33
","?
","850,000
"
"28.4
",b'Icarus',b'Leo\n',"14,400,000,000
","B?
","33
","?
","850,000
"
"28.4
",b'Icarus',b'Leo\n',"14,400,000,000
","B?
","33
","?
","850,000
"
"28.4
",b'Icarus',b'Leo\n',"14,400,000,000
","B?
","33
","?
","850,000
"
